Gene,Pfam,MSA
GA4805AA_01720,PF02508,Closely diverged species
GA4805AA_04129,PF00585,Closely diverged species
GA4805AA_01806,PF03483,Closely diverged species
GA4805AA_04004,PF13291,Closely diverged species
GA4805AA_04314,PF00742,Closely diverged species
GA4805AA_02424,PF00884,Closely diverged species
GA4805AA_00001,PF00742,Closely diverged species
GA4805AA_04285,PF00672,Closely diverged species
GA4805AA_04140,PF02350,Closely diverged species
GA4805AA_03529,PF02880,Closely diverged species
GA4805AA_02531,PF07085,Closely diverged species
GA4805AA_04900,PF07831,Closely diverged species
GA4805AA_02810,PF05239,Closely diverged species
GA4805AA_02055,PF00633,Closely diverged species
GA4805AA_01511,PF00528,Closely diverged species
GA4805AA_03412,PF00294,Closely diverged species
GA4805AA_03413,PF08335,Closely diverged species
GA4805AA_03426,PF13662,Closely diverged species
GA4805AA_02521,PF00507,Closely diverged species
GA4805AA_02773,PF00035,Closely diverged species
GA4805AA_04128,PF00920,Closely diverged species
GA4805AA_03088,PF01790,Closely diverged species
GA4805AA_00932,PF02901,Closely diverged species
GA4805AA_02531,PF13500,Closely diverged species
GA4805AA_04369,PF13667,Closely diverged species
GA4805AA_00615,PF01098,Closely diverged species
GA4805AA_00702,PF01127,Closely diverged species
GA4805AA_03796,PF02653,Closely diverged species
GA4805AA_02716,PF00958,Closely diverged species
GA4805AA_00191,PF00132,Closely diverged species
GA4805AA_03427,PF00140,Closely diverged species
GA4805AA_04062,PF00204,Closely diverged species
GA4805AA_03029,PF01728,Closely diverged species
GA4805AA_04002,PF00625,Closely diverged species
GA4805AA_04242,PF00072,Closely diverged species
GA4805AA_01806,PF03147,Closely diverged species
GA4805AA_04221,PF02737,Closely diverged species
GA4805AA_03804,PF02687,Closely diverged species
GA4805AA_01342,PF14572,Closely diverged species
GA4805AA_03522,PF13184,Closely diverged species
GA4805AA_04906,PF00702,Closely diverged species
GA4805AA_01014,PF05951,Closely diverged species
GA4805AA_04004,PF13328,Closely diverged species
GA4805AA_03742,PF13419,Closely diverged species
GA4805AA_00451,PF00664,Closely diverged species
GA4805AA_01132,PF13302,Closely diverged species
GA4805AA_00176,PF01842,Closely diverged species
GA4805AA_03649,PF00828,Closely diverged species
GA4805AA_04100,PF00119,Closely diverged species
GA4805AA_04062,PF00986,Closely diverged species
GA4805AA_00464,PF16576,Closely diverged species
GA4805AA_03555,PF04963,Closely diverged species
GA4805AA_03087,PF00303,Closely diverged species
GA4805AA_00673,PF02878,Closely diverged species
GA4805AA_03792,PF00528,Closely diverged species
GA4805AA_02516,PF00384,Closely diverged species
GA4805AA_02977,PF00009,Closely diverged species
GA4805AA_01545,PF00027,Closely diverged species
GA4805AA_04673,PF10458,Closely diverged species
GA4805AA_00453,PF00909,Closely diverged species
GA4805AA_03964,PF01210,Closely diverged species
GA4805AA_01562,PF02826,Closely diverged species
GA4805AA_04582,PF01119,Closely diverged species
GA4805AA_04639,PF01103,Closely diverged species
GA4805AA_03898,PF00528,Closely diverged species
GA4805AA_04435,PF03796,Closely diverged species
GA4805AA_01730,PF01479,Closely diverged species
GA4805AA_00220,PF01464,Closely diverged species
GA4805AA_03688,PF14492,Closely diverged species
GA4805AA_01902,PF03830,Closely diverged species
GA4805AA_03167,PF02800,Closely diverged species
GA4805AA_01730,PF00579,Closely diverged species
GA4805AA_00059,PF12137,Closely diverged species
GA4805AA_03704,PF00485,Closely diverged species
GA4805AA_00999,PF00575,Closely diverged species
GA4805AA_01744,PF00903,Closely diverged species
GA4805AA_03753,PF07670,Closely diverged species
GA4805AA_04335,PF14698,Closely diverged species
GA4805AA_00422,PF02779,Closely diverged species
GA4805AA_00097,PF14450,Closely diverged species
GA4805AA_00191,PF13720,Closely diverged species
GA4805AA_02516,PF13510,Closely diverged species
GA4805AA_04108,PF07728,Closely diverged species
GA4805AA_04416,PF08402,Closely diverged species
GA4805AA_00842,PF00528,Closely diverged species
GA4805AA_02796,PF02861,Closely diverged species
GA4805AA_03994,PF02441,Closely diverged species
GA4805AA_02517,PF01512,Closely diverged species
GA4805AA_03634,PF01327,Closely diverged species
GA4805AA_03688,PF00679,Closely diverged species
GA4805AA_00473,PF13662,Closely diverged species
GA4805AA_03663,PF00237,Closely diverged species
GA4805AA_00756,PF00202,Closely diverged species
GA4805AA_02055,PF02151,Closely diverged species
GA4805AA_03900,PF00496,Closely diverged species
GA4805AA_02574,PF02803,Closely diverged species
GA4805AA_01914,PF11818,Closely diverged species
GA4805AA_04673,PF08264,Closely diverged species
GA4805AA_03007,PF04607,Closely diverged species
GA4805AA_01694,PF01262,Closely diverged species
GA4805AA_00081,PF00205,Closely diverged species
GA4805AA_03991,PF00471,Closely diverged species
GA4805AA_00932,PF01228,Closely diverged species
GA4805AA_02562,PF01264,Closely diverged species
GA4805AA_02978,PF01507,Closely diverged species
GA4805AA_03147,PF01571,Closely diverged species
GA4805AA_00707,PF00198,Closely diverged species
GA4805AA_01774,PF01458,Closely diverged species
GA4805AA_00179,PF00889,Closely diverged species
GA4805AA_04127,PF01063,Closely diverged species
GA4805AA_00709,PF02629,Closely diverged species
GA4805AA_00740,PF01087,Closely diverged species
GA4805AA_03521,PF00009,Closely diverged species
GA4805AA_04362,PF10385,Closely diverged species
GA4805AA_03842,PF01432,Closely diverged species
GA4805AA_04305,PF07724,Closely diverged species
GA4805AA_03730,PF02086,Closely diverged species
GA4805AA_00673,PF02880,Closely diverged species
GA4805AA_03914,PF05746,Closely diverged species
GA4805AA_04064,PF02768,Closely diverged species
GA4805AA_04168,PF00589,Closely diverged species
GA4805AA_00651,PF13344,Closely diverged species
GA4805AA_01512,PF00496,Closely diverged species
GA4805AA_02775,PF06421,Closely diverged species
GA4805AA_04615,PF01281,Closely diverged species
GA4805AA_03694,PF13309,Closely diverged species
GA4805AA_00031,PF00988,Closely diverged species
GA4805AA_00471,PF13177,Closely diverged species
GA4805AA_00708,PF00549,Closely diverged species
GA4805AA_04639,PF07244,Closely diverged species
GA4805AA_04065,PF11638,Closely diverged species
GA4805AA_04300,PF02782,Closely diverged species
GA4805AA_00122,PF07992,Closely diverged species
GA4805AA_02690,PF07687,Closely diverged species
GA4805AA_04105,PF01037,Closely diverged species
GA4805AA_04068,PF02096,Closely diverged species
GA4805AA_03576,PF00572,Closely diverged species
GA4805AA_00082,PF13710,Closely diverged species
GA4805AA_03758,PF01106,Closely diverged species
GA4805AA_02574,PF00108,Closely diverged species
GA4805AA_01532,PF04317,Closely diverged species
GA4805AA_04301,PF00230,Closely diverged species
GA4805AA_03452,PF02614,Closely diverged species
GA4805AA_02796,PF07724,Closely diverged species
GA4805AA_00289,PF00696,Closely diverged species
GA4805AA_03701,PF12848,Closely diverged species
GA4805AA_04388,PF00463,Closely diverged species
GA4805AA_04138,PF00953,Closely diverged species
GA4805AA_02984,PF00667,Closely diverged species
GA4805AA_00636,PF00795,Closely diverged species
GA4805AA_00623,PF00133,Closely diverged species
GA4805AA_04571,PF12795,Closely diverged species
GA4805AA_03555,PF00309,Closely diverged species
GA4805AA_03426,PF08278,Closely diverged species
GA4805AA_02774,PF10502,Closely diverged species
GA4805AA_03652,PF00861,Closely diverged species
GA4805AA_04092,PF12804,Closely diverged species
GA4805AA_01346,PF03462,Closely diverged species
GA4805AA_01936,PF00479,Closely diverged species
GA4805AA_03790,PF08402,Closely diverged species
GA4805AA_00653,PF01979,Closely diverged species
GA4805AA_01156,PF08545,Closely diverged species
GA4805AA_00059,PF00271,Closely diverged species
GA4805AA_01181,PF02687,Closely diverged species
GA4805AA_04091,PF01380,Closely diverged species
GA4805AA_01029,PF02926,Closely diverged species
GA4805AA_03389,PF02518,Closely diverged species
GA4805AA_00525,PF00731,Closely diverged species
GA4805AA_04141,PF00984,Closely diverged species
GA4805AA_00101,PF02810,Closely diverged species
GA4805AA_03643,PF01000,Closely diverged species
GA4805AA_03554,PF12399,Closely diverged species
GA4805AA_00289,PF01472,Closely diverged species
GA4805AA_03659,PF00366,Closely diverged species
GA4805AA_00150,PF01743,Closely diverged species
GA4805AA_02470,PF00317,Closely diverged species
GA4805AA_01807,PF02912,Closely diverged species
GA4805AA_00706,PF16870,Closely diverged species
GA4805AA_04413,PF00528,Closely diverged species
GA4805AA_04547,PF11412,Closely diverged species
GA4805AA_03370,PF07732,Closely diverged species
GA4805AA_00471,PF12170,Closely diverged species
GA4805AA_00450,PF00664,Closely diverged species
GA4805AA_03707,PF12805,Closely diverged species
GA4805AA_00441,PF00004,Closely diverged species
GA4805AA_04361,PF00542,Closely diverged species
GA4805AA_01918,PF02470,Closely diverged species
GA4805AA_04141,PF03720,Closely diverged species
GA4805AA_02055,PF01541,Closely diverged species
GA4805AA_01702,PF00206,Closely diverged species
GA4805AA_03748,PF02518,Closely diverged species
GA4805AA_00189,PF00132,Closely diverged species
GA4805AA_03642,PF01196,Closely diverged species
GA4805AA_02775,PF03144,Closely diverged species
GA4805AA_03210,PF04362,Closely diverged species
GA4805AA_03135,PF02272,Closely diverged species
GA4805AA_03529,PF00408,Closely diverged species
GA4805AA_02694,PF04228,Closely diverged species
GA4805AA_04094,PF02874,Closely diverged species
GA4805AA_00757,PF04055,Closely diverged species
GA4805AA_03389,PF01751,Closely diverged species
GA4805AA_03427,PF04545,Closely diverged species
GA4805AA_04333,PF01118,Closely diverged species
GA4805AA_00053,PF00398,Closely diverged species
GA4805AA_03996,PF00440,Closely diverged species
GA4805AA_03007,PF13291,Closely diverged species
GA4805AA_02573,PF00378,Closely diverged species
GA4805AA_00719,PF01618,Closely diverged species
GA4805AA_01183,PF12704,Closely diverged species
GA4805AA_02470,PF03477,Closely diverged species
GA4805AA_00873,PF00004,Closely diverged species
GA4805AA_04585,PF01926,Closely diverged species
GA4805AA_03381,PF02525,Closely diverged species
GA4805AA_03089,PF01590,Closely diverged species
GA4805AA_00063,PF02782,Closely diverged species
GA4805AA_02395,PF01261,Closely diverged species
GA4805AA_03650,PF00327,Closely diverged species
GA4805AA_00097,PF02491,Closely diverged species
GA4805AA_03644,PF01479,Closely diverged species
GA4805AA_02517,PF10589,Closely diverged species
GA4805AA_00087,PF03717,Closely diverged species
GA4805AA_00098,PF00091,Closely diverged species
GA4805AA_02723,PF14714,Closely diverged species
GA4805AA_00101,PF07516,Closely diverged species
GA4805AA_00438,PF05697,Closely diverged species
GA4805AA_03706,PF00325,Closely diverged species
GA4805AA_02645,PF00381,Closely diverged species
GA4805AA_01032,PF02470,Closely diverged species
GA4805AA_02646,PF02896,Closely diverged species
GA4805AA_00032,PF02142,Closely diverged species
GA4805AA_01029,PF01170,Closely diverged species
GA4805AA_00150,PF12626,Closely diverged species
GA4805AA_03898,PF12911,Closely diverged species
GA4805AA_04218,PF01977,Closely diverged species
GA4805AA_04103,PF13932,Closely diverged species
GA4805AA_00852,PF02775,Closely diverged species
GA4805AA_00099,PF03331,Closely diverged species
GA4805AA_03370,PF07731,Closely diverged species
GA4805AA_04242,PF00158,Closely diverged species
GA4805AA_00440,PF07724,Closely diverged species
GA4805AA_01806,PF01588,Closely diverged species
GA4805AA_00706,PF00676,Closely diverged species
GA4805AA_02972,PF02542,Closely diverged species
GA4805AA_04093,PF00401,Closely diverged species
GA4805AA_01041,PF12805,Closely diverged species
GA4805AA_03154,PF02826,Closely diverged species
GA4805AA_02264,PF08645,Closely diverged species
GA4805AA_03427,PF04539,Closely diverged species
GA4805AA_04333,PF02774,Closely diverged species
GA4805AA_03661,PF00252,Closely diverged species
GA4805AA_03637,PF02080,Closely diverged species
GA4805AA_00024,PF06827,Closely diverged species
GA4805AA_03184,PF02784,Closely diverged species
GA4805AA_02903,PF01047,Closely diverged species
GA4805AA_03749,PF00486,Closely diverged species
GA4805AA_03005,PF06418,Closely diverged species
GA4805AA_00194,PF14579,Closely diverged species
GA4805AA_04094,PF00306,Closely diverged species
GA4805AA_04558,PF09285,Closely diverged species
GA4805AA_01196,PF00206,Closely diverged species
GA4805AA_03688,PF03764,Closely diverged species
GA4805AA_03753,PF02421,Closely diverged species
GA4805AA_00190,PF07977,Closely diverged species
GA4805AA_01156,PF08541,Closely diverged species
GA4805AA_03080,PF12705,Closely diverged species
GA4805AA_04300,PF00370,Closely diverged species
GA4805AA_04313,PF01053,Closely diverged species
GA4805AA_01936,PF02781,Closely diverged species
GA4805AA_04362,PF00562,Closely diverged species
GA4805AA_00441,PF05362,Closely diverged species
GA4805AA_03427,PF03979,Closely diverged species
GA4805AA_01696,PF13520,Closely diverged species
GA4805AA_03574,PF13417,Closely diverged species
GA4805AA_00528,PF00160,Closely diverged species
GA4805AA_00079,PF08502,Closely diverged species
GA4805AA_00027,PF02401,Closely diverged species
GA4805AA_01780,PF02913,Closely diverged species
GA4805AA_00209,PF00528,Closely diverged species
GA4805AA_00152,PF01258,Closely diverged species
GA4805AA_00101,PF01043,Closely diverged species
GA4805AA_01172,PF00933,Closely diverged species
GA4805AA_00001,PF00696,Closely diverged species
GA4805AA_02651,PF12857,Closely diverged species
GA4805AA_00434,PF00116,Closely diverged species
GA4805AA_04003,PF01192,Closely diverged species
GA4805AA_01000,PF00216,Closely diverged species
GA4805AA_00024,PF00133,Closely diverged species
GA4805AA_04286,PF00486,Closely diverged species
GA4805AA_00134,PF01061,Closely diverged species
GA4805AA_04306,PF00227,Closely diverged species
GA4805AA_00709,PF00549,Closely diverged species
GA4805AA_04375,PF00216,Closely diverged species
GA4805AA_03150,PF00557,Closely diverged species
GA4805AA_04092,PF00132,Closely diverged species
GA4805AA_00002,PF00288,Closely diverged species
GA4805AA_03154,PF01842,Closely diverged species
GA4805AA_04168,PF02899,Closely diverged species
GA4805AA_04372,PF01208,Closely diverged species
GA4805AA_00072,PF00528,Closely diverged species
GA4805AA_03165,PF01116,Closely diverged species
GA4805AA_04369,PF01964,Closely diverged species
GA4805AA_03520,PF02033,Closely diverged species
GA4805AA_04267,PF04216,Closely diverged species
GA4805AA_04900,PF02885,Closely diverged species
GA4805AA_03897,PF08352,Closely diverged species
GA4805AA_00633,PF00528,Closely diverged species
GA4805AA_03972,PF08240,Closely diverged species
GA4805AA_00439,PF00574,Closely diverged species
GA4805AA_01950,PF02075,Closely diverged species
GA4805AA_04062,PF02518,Closely diverged species
GA4805AA_00175,PF00132,Closely diverged species
GA4805AA_02690,PF01546,Closely diverged species
GA4805AA_00874,PF02403,Closely diverged species
GA4805AA_01387,PF00528,Closely diverged species
GA4805AA_02984,PF00175,Closely diverged species
GA4805AA_01893,PF04851,Closely diverged species
GA4805AA_04305,PF00004,Closely diverged species
GA4805AA_01807,PF01409,Closely diverged species
GA4805AA_03521,PF11987,Closely diverged species
GA4805AA_00081,PF02775,Closely diverged species
GA4805AA_00003,PF14821,Closely diverged species
GA4805AA_01154,PF01783,Closely diverged species
GA4805AA_04221,PF00725,Closely diverged species
GA4805AA_03522,PF14520,Closely diverged species
GA4805AA_00094,PF02875,Closely diverged species
GA4805AA_04363,PF04983,Closely diverged species
GA4805AA_00705,PF13085,Closely diverged species
GA4805AA_02516,PF10588,Closely diverged species
GA4805AA_00101,PF07517,Closely diverged species
GA4805AA_04547,PF02683,Closely diverged species
GA4805AA_03166,PF00162,Closely diverged species
GA4805AA_00178,PF00318,Closely diverged species
GA4805AA_00722,PF07676,Closely diverged species
GA4805AA_00438,PF00254,Closely diverged species
GA4805AA_02563,PF05175,Closely diverged species
GA4805AA_03591,PF10150,Closely diverged species
GA4805AA_01343,PF00288,Closely diverged species
GA4805AA_02798,PF01479,Closely diverged species
GA4805AA_00176,PF01909,Closely diverged species
GA4805AA_00873,PF12002,Closely diverged species
GA4805AA_00652,PF01047,Closely diverged species
GA4805AA_00092,PF01098,Closely diverged species
GA4805AA_03396,PF03738,Closely diverged species
GA4805AA_02268,PF01502,Closely diverged species
GA4805AA_01951,PF01709,Closely diverged species
GA4805AA_02803,PF00793,Closely diverged species
GA4805AA_00732,PF02445,Closely diverged species
GA4805AA_01153,PF02620,Closely diverged species
GA4805AA_00706,PF16078,Closely diverged species
GA4805AA_04586,PF01145,Closely diverged species
GA4805AA_00085,PF01795,Closely diverged species
GA4805AA_02055,PF08459,Closely diverged species
GA4805AA_02898,PF00528,Closely diverged species
GA4805AA_03536,PF01926,Closely diverged species
GA4805AA_04358,PF03946,Closely diverged species
GA4805AA_04006,PF00271,Closely diverged species
GA4805AA_02545,PF13522,Closely diverged species
GA4805AA_00434,PF06481,Closely diverged species
GA4805AA_02512,PF00420,Closely diverged species
GA4805AA_04064,PF00712,Closely diverged species
GA4805AA_03952,PF00359,Closely diverged species
GA4805AA_03612,PF02954,Closely diverged species
GA4805AA_03660,PF00831,Closely diverged species
GA4805AA_04415,PF13416,Closely diverged species
GA4805AA_01914,PF03572,Closely diverged species
GA4805AA_00411,PF02355,Closely diverged species
GA4805AA_04901,PF01676,Closely diverged species
GA4805AA_03591,PF00575,Closely diverged species
GA4805AA_00409,PF02699,Closely diverged species
GA4805AA_04357,PF00467,Closely diverged species
GA4805AA_01811,PF03129,Closely diverged species
GA4805AA_02983,PF03460,Closely diverged species
GA4805AA_00195,PF03255,Closely diverged species
GA4805AA_02531,PF01515,Closely diverged species
GA4805AA_00651,PF13242,Closely diverged species
GA4805AA_00122,PF02852,Closely diverged species
GA4805AA_02772,PF01926,Closely diverged species
GA4805AA_01388,PF08352,Closely diverged species
GA4805AA_01474,PF00425,Closely diverged species
GA4805AA_03753,PF07664,Closely diverged species
GA4805AA_00410,PF07549,Closely diverged species
GA4805AA_01482,PF00106,Closely diverged species
GA4805AA_00175,PF14805,Closely diverged species
GA4805AA_03007,PF13328,Closely diverged species
GA4805AA_04357,PF02357,Closely diverged species
GA4805AA_00180,PF00696,Closely diverged species
GA4805AA_01350,PF00793,Closely diverged species
